movie,url,year,imdb,metascore,votes,certificate,runtime,genres,description,director,stars,revenue
The Mitchells vs the Machines,https://www.imdb.com/title/tt7979580/,2021,7.6,81,101095,PG,113 min,"Animation, Adventure, Comedy            ","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",None,"Abbi Jacobson, Danny McBride, Maya Rudolph, Michael Rianda",101095
Volver,https://www.imdb.com/title/tt0441909/,2006,7.6,84,100716,R,121 min,"Comedy, Drama            ","After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.",Pedro Almodóvar,"Penélope Cruz, Carmen Maura, Lola Dueñas, Blanca Portillo","12,899,867"
Philomena,https://www.imdb.com/title/tt2431286/,2013,7.6,77,99293,PG-13,98 min,"Biography, Comedy, Drama            ","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham","37,707,719"
Sing Street,https://www.imdb.com/title/tt3544112/,2016,7.9,79,92273,PG-13,106 min,"Comedy, Drama, Music            ",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,John Carney,"Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor","3,237,118"
The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,2019,7.6,70,89625,PG-13,97 min,"Adventure, Comedy, Drama            ",Zak runs away from his care home to make his dream of becoming a wrestler come true.,None,"Zack Gottsagen, Ann Pierce, Dakota Johnson, Bruce Dern","13,122,642"
Flipped,https://www.imdb.com/title/tt0817177/,2010,7.7,45,88909,PG,90 min,"Comedy, Drama, Romance            ",Two eighth-graders start to have feelings for each other despite being total opposites.,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards","1,752,214"
Paddington 2,https://www.imdb.com/title/tt4468740/,2017,7.8,88,73458,PG,103 min,"Adventure, Comedy, Family            ","Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins","40,442,052"
The Station Agent,https://www.imdb.com/title/tt0340377/,2003,7.6,81,70140,R,89 min,"Comedy, Drama            ","When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",Tom McCarthy,"Peter Dinklage, Patricia Clarkson, Bobby Cannavale, Paul Benjamin","5,739,376"
Love Me If You Dare,https://www.imdb.com/title/tt0364517/,2003,7.5,45,69700,R,93 min,"Comedy, Drama, Romance            ","As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",Yann Samuell,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly","548,707"
The Farewell,https://www.imdb.com/title/tt8637428/,2019,7.5,89,62283,PG,100 min,"Comedy, Drama            ","A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",Lulu Wang,"Shuzhen Zhao, Awkwafina, X Mayo, Hong Lu","16,877,010"
The Chorus,https://www.imdb.com/title/tt0372824/,2004,7.8,56,61466,PG-13,97 min,"Comedy, Drama, Music            ",The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,Christophe Barratier,"Gérard Jugnot, François Berléand, Jean-Baptiste Maunier, Kad Merad","3,635,164"
Secondhand Lions,https://www.imdb.com/title/tt0327137/,2003,7.5,52,57196,PG,109 min,"Comedy, Drama, Family            ","A coming-of-age story about a shy, young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas.",Tim McCanlies,"Haley Joel Osment, Michael Caine, Robert Duvall, Kyra Sedgwick","41,407,470"
Pride,https://www.imdb.com/title/tt3169706/,2014,7.8,79,55710,R,119 min,"Biography, Comedy, Drama            ",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Matthew Warchus,"Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine",55710
The Triplets of Belleville,https://www.imdb.com/title/tt0286244/,2003,7.7,91,54136,PG-13,80 min,"Animation, Comedy, Drama            ","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Sylvain Chomet,"Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas","7,002,255"
A Man Called Ove,https://www.imdb.com/title/tt4080728/,2015,7.7,70,53708,PG-13,116 min,"Comedy, Drama, Romance            ","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",Hannes Holm,"Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll","3,358,518"
Adam's Apples,https://www.imdb.com/title/tt0418455/,2005,7.7,51,50216,R,94 min,"Comedy, Crime, Drama            ",A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,Anders Thomas Jensen,"Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen","1,305"
The Blind Swordsman: Zatoichi,https://www.imdb.com/title/tt0363226/,2003,7.5,75,49355,R,116 min,"Action, Comedy, Crime            ","The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda.",Takeshi Kitano,"Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda","853,718"
No Man's Land,https://www.imdb.com/title/tt0283509/,2001,7.9,84,46856,R,98 min,"Comedy, Drama, War            ","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Danis Tanovic,"Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis","1,059,830"
Riders of Justice,https://www.imdb.com/title/tt11655202/,2020,7.5,81,45597,Not Rated,116 min,"Action, Comedy, Drama            ","Markus goes home to his teenage daughter, Mathilde, when his wife dies in a tragic train accident. It seems like an accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.",Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann",45597
Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/,2022,8.8,81,43265,R,139 min,"Action, Adventure, Comedy            ","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save the world by exploring other universes connecting with the lives she could have led.",None,"Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong",43265
The Worst Person in the World,https://www.imdb.com/title/tt10370710/,2021,7.9,90,42207,R,128 min,"Comedy, Drama, Romance            ","The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Joachim Trier,"Renate Reinsve, Anders Danielsen Lie, Herbert Nordrum, Hans Olav Brenner",42207
Tokyo Godfathers,https://www.imdb.com/title/tt0388473/,2003,7.8,73,38957,PG-13,92 min,"Animation, Adventure, Comedy            ","On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Satoshi Kon,"Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka","128,985"
Hedwig and the Angry Inch,https://www.imdb.com/title/tt0248845/,2001,7.7,85,35332,R,95 min,"Comedy, Drama, Music            ",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski","3,029,081"
C.R.A.Z.Y.,https://www.imdb.com/title/tt0401085/,2005,7.9,81,32730,Not Rated,129 min,"Comedy, Drama            ","A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",Jean-Marc Vallée,"Michel Côté, Marc-André Grondin, Danielle Proulx, Émile Vallée",32730
Instructions Not Included,https://www.imdb.com/title/tt2378281/,2013,7.5,55,30713,PG-13,122 min,"Comedy, Drama            ",A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,Eugenio Derbez,"Eugenio Derbez, Karla Souza, Jessica Lindsey, Loreto Peralta","44,467,206"
The Art of Racing in the Rain,https://www.imdb.com/title/tt1478839/,2019,7.5,43,30239,PG,109 min,"Comedy, Drama, Romance            ","Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",Simon Curtis,"Kevin Costner, Milo Ventimiglia, Jackie Minns, Marcus Hondro","25,501,224"
The Barbarian Invasions,https://www.imdb.com/title/tt0338135/,2003,7.5,70,29189,R,99 min,"Comedy, Crime, Drama            ","During his final days, a dying man is reunited with old friends, former lovers, his ex-wife, and his estranged son.",Denys Arcand,"Rémy Girard, Dorothée Berryman, Stéphane Rousseau, Marie-Josée Croze","3,432,342"
Mr. Church,https://www.imdb.com/title/tt4196848/,2016,7.6,37,28419,PG-13,104 min,"Comedy, Drama            ","""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",Bruce Beresford,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel","685,143"
Boy,https://www.imdb.com/title/tt1560139/,2010,7.5,70,25962,Not Rated,87 min,"Comedy, Drama            ","Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",Taika Waititi,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore","255,179"
Control,https://www.imdb.com/title/tt0373981/,2003,7.6,72,25499,R,111 min,"Comedy, Crime, Drama            ","A tale about a strange young man, Bulcsú, the fellow inspectors on his team, all without exception likable characters, a rival ticket inspection team and racing along the tracks - and a tale about love.",Nimród Antal,"Sándor Csányi, Eszter Balla, Zoltán Mucsi, Csaba Pindroch","237,183"
My Life as a Zucchini,https://www.imdb.com/title/tt2321405/,2016,7.7,85,24812,PG-13,70 min,"Animation, Comedy, Drama            ","After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",Claude Barras,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz","292,279"
The Man Without a Past,https://www.imdb.com/title/tt0311519/,2002,7.6,84,23411,PG-13,97 min,"Comedy, Drama, Romance            ","M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him.",Aki Kaurismäki,"Markku Peltola, Kati Outinen, Annikki Tähti, Juhani Niemelä","921,547"
One Cut of the Dead,https://www.imdb.com/title/tt7914416/,2017,7.6,86,23165,Not Rated,96 min,"Comedy, Drama, Horror            ","Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",Shin'ichirô Ueda,"Takayuki Hamatsu, Yuzuki Akiyama, Harumi Shuhama, Kazuaki Nagaya",23165
In July,https://www.imdb.com/title/tt0177858/,2000,7.7,71,21951,None,99 min,"Adventure, Comedy, Romance            ","A young, insecure teacher embarks on a journey through Europe to Turkey, where he wants to see a woman again whom he believes to be his fate.",Fatih Akin,"Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus, Idil Üner",21951
Flickering Lights,https://www.imdb.com/title/tt0236027/,2000,7.5,47,21888,Not Rated,109 min,"Action, Comedy, Crime            ","A gang of 4 Danish criminals are ordered by Færingen to steal a bag from a safe. When they see DKK4,000,000 in the bag, they keep it for themselves and head for Spain. They end up in a ruin of an old restaurant on Funen and renovate it.",Anders Thomas Jensen,"Søren Pilmark, Ulrich Thomsen, Mads Mikkelsen, Nikolaj Lie Kaas",21888
Monsieur Lazhar,https://www.imdb.com/title/tt2011971/,2011,7.5,82,20319,PG-13,95 min,"Comedy, Drama            ","At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.",Philippe Falardeau,"Mohamed Fellag, Sophie Nélisse, Émilien Néron, Danielle Proulx","2,009,517"
Ernest & Celestine,https://www.imdb.com/title/tt1816518/,2012,7.8,86,20291,PG,80 min,"Animation, Adventure, Comedy            ","The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",None,"Lambert Wilson, Pauline Brunner, Anne-Marie Loop, Patrice Melennec","292,562"
Wadjda,https://www.imdb.com/title/tt2258858/,2012,7.5,81,20283,PG,98 min,"Comedy, Drama            ",An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,Haifaa Al-Mansour,"Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani, Ahd","1,347,578"
The Unbearable Weight of Massive Talent,https://www.imdb.com/title/tt11291274/,2022,7.5,67,19008,R,107 min,"Action, Comedy, Crime            ","In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,"Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan",19008
Songs from the Second Floor,https://www.imdb.com/title/tt0120263/,2000,7.5,77,18956,Not Rated,98 min,"Comedy, Drama            ","Where are we humans going? A film poem inspired by the Peruvian poet César Vallejo. We meet people in the city. People trying to communicate, searching compassion and get the connection of small and large things.",Roy Andersson,"Lars Nordh, Stefan Larsson, Bengt C.W. Carlsson, Torbjörn Fahlström","2,303"
The Concert,https://www.imdb.com/title/tt1320082/,2009,7.5,60,18045,PG-13,119 min,"Comedy, Drama, Music            ","Thirty years ago Bolshoi Orchestra conductor Andreï Filipov was fired for hiring Jewish musicians. Now a lowly janitor, an opportunity arises to gather his old musicians to go and pose as the official Buolshoi orchestra in Paris.",Radu Mihaileanu,"Aleksey Guskov, Mélanie Laurent, Dmitriy Nazarov, François Berléand","657,194"
Son of the Bride,https://www.imdb.com/title/tt0292542/,2001,7.8,68,15579,R,123 min,"Comedy, Drama            ","A dissatisfied 40-year-old, separated and without time for his own daughter and girlfriend must rethink his life when his father decides to marry his mother, who suffers from Alzheimer's disease, by church.",Juan José Campanella,"Ricardo Darín, Héctor Alterio, Norma Aleandro, Eduardo Blanco","624,153"
Rory O'Shea Was Here,https://www.imdb.com/title/tt0417791/,2004,7.7,59,15169,R,104 min,"Comedy, Drama            ","When the kinetic Rory moves into his room in the Carrigmore Residential Home for the Disabled, his effect on the home is immediate. Most telling is his friendship with Michael, a young man with cerebral palsy and nearly unintelligible speech. Somehow, Rory understands Michael, and encourages him to experience life outside the confines of home.",Damien O'Donnell,"James McAvoy, Steven Robertson, Romola Garai, Alan King","21,864"
The Death of Mr. Lazarescu,https://www.imdb.com/title/tt0456149/,2005,7.8,86,14990,R,153 min,"Comedy, Drama            ","Mr. Lãzãrescu, a dying old man, is shuttled from hospital to hospital by a loyal paramedic as doctors refuse to operate and no one can agree on a diagnosis.",Cristi Puiu,"Doru Ana, Monica Barladeanu, Alina Berzunteanu, Dorian Boguta","79,943"
Sidewalls,https://www.imdb.com/title/tt1235841/,2011,7.5,60,14978,Not Rated,95 min,"Comedy, Drama            ","Martín and Mariana are slightly damaged people who live in buildings just opposite one another. While they often don't notice each other, separation might be the very thing that brings them together.",Gustavo Taretto,"Javier Drolas, Miguel Dedovich, Pilar López de Ayala, Miguel Alvarez","1,734"
Elling,https://www.imdb.com/title/tt0279064/,2001,7.5,70,14966,R,89 min,"Comedy, Drama            ","When his mother, who has sheltered him his entire 40 years, dies, sensitive would-be poet Elling is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and ...                See full summary »",Petter Næss,"Per Christian Ellefsen, Sven Nordin, Marit Pia Jacobsen, Jørgen Langhelle","313,436"
The Second Mother,https://www.imdb.com/title/tt3742378/,2015,7.7,82,14830,R,112 min,"Comedy, Drama            ","When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",Anna Muylaert,"Regina Casé, Helena Albergaria, Michel Joelsas, Camila Márdila","375,723"
Às Segundas ao Sol,https://www.imdb.com/title/tt0319769/,2002,7.5,64,14318,R,113 min,"Comedy, Drama            ","This is the story of those who live as if every day was a constant Sunday, those who spend their Mondays in the sun. The story of people who worked in a dockyard but are now unemployed.",Fernando León de Aranoa,"Javier Bardem, Luis Tosar, José Ángel Egido, Nieve de Medina","146,402"
Love Exposure,https://www.imdb.com/title/tt1128075/,2008,8.0,78,13769,Unrated,237 min,"Action, Comedy, Drama            ","A bizarre love triangle forms between a young Catholic upskirt photographer, a misandric girl and a manipulative cultist.",Sion Sono,"Takahiro Nishijima, Hikari Mitsushima, Sakura Andô, Yutaka Shimizu",13769
The Band's Visit,https://www.imdb.com/title/tt1032856/,2007,7.5,80,13491,PG-13,87 min,"Comedy, Drama, Music            ","A band comprised of members of the Egyptian police force head to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves lost in the wrong town.",Eran Kolirin,"Sasson Gabay, Ronit Elkabetz, Saleh Bakri, Khalifa Natour","3,053,823"
It's Such a Beautiful Day,https://www.imdb.com/title/tt2396224/,2012,8.2,90,13386,Not Rated,62 min,"Animation, Comedy, Drama            ","Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",Don Hertzfeldt,None,13386
Two Lottery Tickets,https://www.imdb.com/title/tt5700224/,2016,7.5,77,11324,None,86 min,Comedy            ,"Three men from a provincial town are in urgent need of money and decide to buy a lottery ticket. They win the lottery, but soon after their ticket gets stolen.",Paul Negoescu,"Dorian Boguta, Dragos Bucur, Alexandru Papadopol, Andi Vasluianu",11324
Last Life in the Universe,https://www.imdb.com/title/tt0345549/,2003,7.5,73,11158,R,112 min,"Comedy, Drama, Romance            ","A suicidal, obsessively compulsive Japanese librarian is forced to lie low in Thailand with a pot-smoking woman coping with the recent loss of her sister.",Pen-Ek Ratanaruang,"Tadanobu Asano, Sinitta Boonyasak, Takashi Miike, Laila Boonyasak","31,747"
The Man Who Copied,https://www.imdb.com/title/tt0367859/,2003,7.6,49,10370,R,124 min,"Comedy, Crime, Drama            ",A Brazilian photocopier operator falls in love with a girl who lives in an opposite house and spends his evenings looking at her through his binoculars.,Jorge Furtado,"Lázaro Ramos, Leandra Leal, Luana Piovani, Pedro Cardoso","23,573"
